OBJECTID,MapUnitPK,ReferenceIDcode,MapUnitLabel,MapUnitName,ArcJoinKey,DataSources_ID,Description
5232,13735,HeriCW1981,Tr,Rhyolite,HeriCW1981Tr,116,
5233,13736,HeriCW1981,Tro,Rhyolitic Obsidian,HeriCW1981Tro,116,
5234,13737,HeriCW1981,Tcc,Cinder cones,HeriCW1981Tcc,116,
5235,13738,HeriCW1981,Trd_a,Rhyodacite,HeriCW1981Trd_a,116,
5236,13739,HeriCW1981,Trd_b,Rhyodacite,HeriCW1981Trd_b,116,
5237,13740,HeriCW1981,Tub,Undifferentiated basalts,HeriCW1981Tub,116,
5238,13742,SherDR1992,Qs,Surficial deposits,SherDR1992Qs,257,
5239,13743,SherDR1992,Qaf,Ash-flow deposits,SherDR1992Qaf,257,
5240,13744,SherDR1992,Qpf,Pumice-fall deposits,SherDR1992Qpf,257,
5241,13745,SherDR1992,Qg,Glacial deposits,SherDR1992Qg,257,
5242,13746,SherDR1992,Qf,Alluvial fan and talus deposits,SherDR1992Qf,257,
5243,13747,SherDR1992,Qls,Landslide debris,SherDR1992Qls,257,
5244,13748,SherDR1992,Qv,Vent deposits,SherDR1992Qv,257,
5245,13749,SherDR1992,Qba,Basaltic andesite,SherDR1992Qba,257,
5246,13750,SherDR1992,Qa,Andesite,SherDR1992Qa,257,
5247,13751,SherDR1992,Qd,Dacite,SherDR1992Qd,257,
5248,13752,SherDR1992,Qas,Andesite of Mount Scott,SherDR1992Qas,257,
5249,13753,SherDR1992,Qr,Rhyolite and rhyodacite,SherDR1992Qr,257,
5250,13754,SherDR1992,QTs,Sedimentary deposits and rocks,SherDR1992QTs,257,
5251,13755,SherDR1992,Tb1,"Basalt of Basin and Range, unit 1",SherDR1992Tb1,257,
5252,13756,SherDR1992,Tb2,"Basalt of Basin and Range, unit 2",SherDR1992Tb2,257,
5253,13757,SherDR1992,Tb3,"Basalt of Basin and Range, unit 3",SherDR1992Tb3,257,
5254,13759,SherDR1992,Tv,Vent deposits,SherDR1992Tv,257,
5255,13760,SherDR1992,Tbk,Basalt of Knot Tableland,SherDR1992Tbk,257,
5256,13761,SherDR1992,Typt,Younger palagonite tuff,SherDR1992Typt,257,
5257,13762,SherDR1992,Ti,Intrusions,SherDR1992Ti,257,
5258,13763,SherDR1992,Tcs,Continental sedimentary rocks,SherDR1992Tcs,257,
5259,13764,SherDR1992,Tst,Tuff and sandstone,SherDR1992Tst,257,
5260,13765,SherDR1992,Tba,Basaltic andesite and andesite,SherDR1992Tba,257,
5261,13766,SherDR1992,Ta,Andesite,SherDR1992Ta,257,
5262,13767,SherDR1992,Tad,Andesite and dacite,SherDR1992Tad,257,
5263,13768,SherDR1992,Td,Dacite,SherDR1992Td,257,
5264,13769,SherDR1992,Tr,Rhyolite and rhyodacite,SherDR1992Tr,257,
5265,13770,SherDR1992,Tt,Tuff and lapilli tuff,SherDR1992Tt,257,
5266,13771,SherDR1992,Twt,Welded tuff,SherDR1992Twt,257,
5267,13772,SherDR1992,Topt,Older palagonite tuff,SherDR1992Topt,257,
5268,13773,WalkGW1980b,Qal,Alluvium,WalkGW1980bQal,313,
5269,13774,WalkGW1980b,Qls,Landslide debris,WalkGW1980bQls,313,
5270,13775,WalkGW1980b,Qs,Lake beds,WalkGW1980bQs,313,
5271,13776,WalkGW1980b,Qg,Terrace gravels and old alluvium,WalkGW1980bQg,313,
5272,13777,WalkGW1980b,Tbi,Basalt and gabbro dikes and small intrusives,WalkGW1980bTbi,313,
5273,13778,WalkGW1980b,Tbv,Basaltic vent rocks,WalkGW1980bTbv,313,
5274,13779,WalkGW1980b,Tb,Basalt of Coleman Rim,WalkGW1980bTb,313,
5275,13780,WalkGW1980b,Tr,Rhyolite domes and intrusives,WalkGW1980bTr,313,
5276,13781,WalkGW1980b,Trf,Rhyolite flows,WalkGW1980bTrf,313,
5277,13782,WalkGW1980b,Tsv,Rhyolitic tuff and ash-flow tuff,WalkGW1980bTsv,313,
5278,13783,WalkGW1980b,Tav,Andesite and basalt flows,WalkGW1980bTav,313,
5279,13784,WalkGW1980b,Ta,Andesitic rocks,WalkGW1980bTa,313,
5280,13785,BacoCRUnpub,bsc,"Basaltic andesite of Scoria Cone, lava flows",BacoCRUnpubbsc,10,
5281,13786,BacoCRUnpub,bscp,"Basaltic andesite of Scoria Cone, cinders",BacoCRUnpubbscp,10,
5282,13788,RampL1961,da,"Dioritic dikes, dacite",RampL1961da,224,
5283,13789,RampL1961,dp,"Dioritic dikes, dacite porphyry",RampL1961dp,224,
5284,13793,RampL1961,sp,Serpentine,RampL1961sp,224,
5285,13794,RampL1961,pd,Peridotite,RampL1961pd,224,
5286,13795,RampL1961,Jg,Galice Formation,RampL1961Jg,224,
5287,13796,RampL1961,ca,"Galice Formation, contact alteration",RampL1961ca,224,
5288,13797,RampL1961,Jrg,Rogue Formation,RampL1961Jrg,224,
5289,13798,RampL1961,Qls,Landslide areas,RampL1961Qls,224,
5290,13799,BacoCRUnpub,bf,"Basaltic andesite northwest of Pumice Flat, lava flows",BacoCRUnpubbf,10,
5291,13800,BacoCRUnpub,bfi,"Basaltic andesite northwest of Pumice Flat, plugs and dikes",BacoCRUnpubbfi,10,
5292,13801,BacoCRUnpub,bfp,"Basaltic andesite northwest of Pumice Flat, cinders",BacoCRUnpubbfp,10,
5293,13802,BacoCRUnpub,bu,"Basaltic andesite of Union Peak, lava flows",BacoCRUnpubbu,10,
5294,13803,BacoCRUnpub,bui,"Basaltic andesite of Union Peak, intrusive rock",BacoCRUnpubbui,10,
5295,13804,BacoCRUnpub,bup,"Basaltic andesite of Union Peak, palagonitic cinders",BacoCRUnpubbup,10,
5296,13805,BacoCRUnpub,bx,"Basaltic andesite of Whitehorse Bluff, lava flows",BacoCRUnpubbx,10,
5297,13806,BacoCRUnpub,bxi,"Basaltic andesite of Whitehorse Bluff, plugs",BacoCRUnpubbxi,10,
5298,13807,BacoCRUnpub,bxp,"Basaltic andesite of Whitehorse Bluff, cinders",BacoCRUnpubbxp,10,
5299,13808,BacoCRUnpub,at,"Andesite of Arant Point, lava",BacoCRUnpubat,10,
5300,13809,BacoCRUnpub,atg,"Andesite of Arant Point, vitric andesite carapace",BacoCRUnpubatg,10,
5301,13810,BacoCRUnpub,ati,"Andesite of Arant Point, intrusive core",BacoCRUnpubati,10,
5302,13811,BacoCRUnpub,bxn,"Basalt northwest of Whitehorse Butte, lava flows",BacoCRUnpubbxn,10,
5303,13812,BacoCRUnpub,bxni,"Basalt northwest of Whitehorse Butte, diabase plug",BacoCRUnpubbxni,10,
5304,13813,BacoCRUnpub,baw,Basaltic andesite west of Arant Point,BacoCRUnpubbaw,10,
5305,13814,BacoCRUnpub,bbi,"Basaltic andesite west of Bear Bluff, necks and minor lava",BacoCRUnpubbbi,10,
5306,13815,BacoCRUnpub,bbp,"Basaltic andesite west of Bear Bluff, cinders",BacoCRUnpubbbp,10,
5307,13816,BacoCRUnpub,bcw,Basaltic andesite west of Mazama Campground,BacoCRUnpubbcw,10,
5308,13817,BacoCRUnpub,bwc,"Basaltic andesite of Whitehorse Creek, lava flows",BacoCRUnpubbwc,10,
5309,13818,BacoCRUnpub,bwci,"Basaltic andesite of Whitehorse Creek, dike",BacoCRUnpubbwci,10,
5310,13819,BacoCRUnpub,bwcp,"Basaltic andesite of Whitehorse Creek, palagonitic tuff",BacoCRUnpubbwcp,10,
5311,13820,BacoCRUnpub,acc,"Andesite north of Castle Creek, lava flows",BacoCRUnpubacc,10,
5312,13821,BacoCRUnpub,accp,"Andesite north of Castle Creek, eroded cinder cone",BacoCRUnpubaccp,10,
5313,13822,BacoCRUnpub,b,"Basaltic andesite, undivided lava flows",BacoCRUnpubb,10,
5314,13823,BacoCRUnpub,bi,"Basaltic andesite, undivided intrusive rocks",BacoCRUnpubbi,10,
5315,13824,BacoCRUnpub,bln,Basaltic andesite northwest of Little Castle Creek,BacoCRUnpubbln,10,
5316,13825,BacoCRUnpub,bcc,Basalt north of Castle Creek,BacoCRUnpubbcc,10,
5317,13826,BacoCRUnpub,bac,Basaltic andesite of Castle Point,BacoCRUnpubbac,10,
5318,13827,BacoCRUnpub,buc,"Basaltic andesite of Union Creek, lava flows",BacoCRUnpubbuc,10,
5319,13828,BacoCRUnpub,buci,"Basaltic andesite of Union Creek, intrusive rock",BacoCRUnpubbuci,10,
5320,13829,WileTJ1993a,Qya,Young alluvium,WileTJ1993aQya,337,
5321,13830,WileTJ1993a,Qaf,Alluvial fan,WileTJ1993aQaf,337,
5322,13831,WileTJ1993a,Qls,Landslide deposits,WileTJ1993aQls,337,
5323,13832,WileTJ1993a,Tou,"Volcanic and volcanogenic rocks, undivided",WileTJ1993aTou,337,
5324,13833,WileTJ1993a,Toa,Andesite,WileTJ1993aToa,337,
5325,13834,WileTJ1993a,Tom,Tuff of Mosser Mountain,WileTJ1993aTom,337,
5326,13835,WileTJ1993a,Tbc,Tuff of Bond Creek,WileTJ1993aTbc,337,
5327,13836,WileTJ1993a,Toeu,"Volcanic and volcanogenic rocks, undivided",WileTJ1993aToeu,337,
5328,13837,WileTJ1993a,Toeb,Basalt,WileTJ1993aToeb,337,
5329,13838,WileTJ1993a,Toea,Andesite,WileTJ1993aToea,337,
5330,13839,WileTJ1993a,Tpcu,Payne Cliffs Formation,WileTJ1993aTpcu,337,
5331,13840,WileTJ1993a,mc,May Creek Schist,WileTJ1993amc,337,
5332,13841,WileTJ1993a,am,Amphibolite,WileTJ1993aam,337,
5333,13842,WileTJ1993a,sp,Serpentinite,WileTJ1993asp,337,
5334,13843,WileTJ1993a,Ti,Dikes and intrusive bodies,WileTJ1993aTi,337,
5335,13844,WileTJ1993a,KJi,Intrusive rocks,WileTJ1993aKJi,337,
5336,13845,MertSAUnpub,Qal,Alluvium,MertSAUnpubQal,175,
5337,13846,MertSAUnpub,Qg_Qld,Landslide deposits (grades into Qg),MertSAUnpubQg_Qld,175,
5338,13847,MertSAUnpub,Qbv,"Basaltic, basaltic andesite, andesite vent deposits",MertSAUnpubQbv,175,
5339,13848,MertSAUnpub,Tbv,"Basaltic, basaltic andesite, andesite vent deposits",MertSAUnpubTbv,175,
5340,13849,MertSAUnpub,Qabm,Andesite of Brown Mountain,MertSAUnpubQabm,175,
5341,13850,MertSAUnpub,Qbbb,Basalt of Burton Butte,MertSAUnpubQbbb,175,
5342,13851,WileTJ1993bplate1,Qya,Younger alluvium,WileTJ1993bplate1Qya,338,
5343,13852,MertSAUnpub,Qbrb,Basalt of Robinson Butte,MertSAUnpubQbrb,175,
5344,13853,WileTJ1993bplate1,Qls,Landslide deposits,WileTJ1993bplate1Qls,338,
5345,13854,WileTJ1993bplate1,Qoa1,Older alluvium,WileTJ1993bplate1Qoa1,338,
5346,13855,MertSAUnpub,Tpbbm,Basalt of Brush Mountain,MertSAUnpubTpbbm,175,
5347,13856,MertSAUnpub,Tpbao,Basaltic andesite of Old Baldy,MertSAUnpubTpbao,175,
5348,13857,MertSAUnpub,Tpbcb,Basalt of Cox Butte,MertSAUnpubTpbcb,175,
5349,13858,MertSAUnpub,Tpbdp,Basalt of Daley Prairie,MertSAUnpubTpbdp,175,
5350,13859,MertSAUnpub,Tpais,Andesite of Ichabod Spring,MertSAUnpubTpais,175,
5351,13860,MertSAUnpub,Tpafl,Andesite of Fish Lake,MertSAUnpubTpafl,175,
5352,13861,MertSAUnpub,Tpbmp,Basalt of Moon Prairie,MertSAUnpubTpbmp,175,
5353,13862,MertSAUnpub,Tmaob,Andesite of Old Baldy East,MertSAUnpubTmaob,175,
5354,13863,MertSAUnpub,Tmbab,Basaltic andesite of Beaver Dam Creek,MertSAUnpubTmbab,175,
5355,13864,MertSAUnpub,Tmbpb,Basalt of Pole Bridge Creek,MertSAUnpubTmbpb,175,
5356,13865,MertSAUnpub,Tmahf,Andesite of the Heppsie Formation,MertSAUnpubTmahf,175,
5357,13866,MertSAUnpub,Qld,Landslide deposits,MertSAUnpubQld,175,
5358,13867,MertSAUnpub,Qbam,Basaltic andesite of Mt. McLoughlin,MertSAUnpubQbam,175,
5359,13868,MertSAUnpub,Qbwl,Basalt of Woodpecker Lake,MertSAUnpubQbwl,175,
5360,13869,MertSAUnpub,Qbbcl,Basalt of Blue Canyon Lake,MertSAUnpubQbbcl,175,
5361,13870,MertSAUnpub,Tpbaf,Basaltic andesite of Freye lake,MertSAUnpubTpbaf,175,
5362,13871,MertSAUnpub,Tpbad,Basaltic andesite of Dry Creek,MertSAUnpubTpbad,175,
5363,13872,MertSAUnpub,Tmast,Andesite of section twenty,MertSAUnpubTmast,175,
5364,13874,MertSAUnpub,Tmbds,Basalt of Dogwood Spring,MertSAUnpubTmbds,175,
5365,13875,MertSAUnpub,Tmbrf,Basalt of Rye Flat,MertSAUnpubTmbrf,175,
5366,13876,MertSAUnpub,Tpbab,Basaltic andesite of Buck Mountain,MertSAUnpubTpbab,175,
5367,13877,MertSAUnpub,Qbalc,Basaltic andesite of Little Chinquapin Mt.,MertSAUnpubQbalc,175,
5368,13878,MertSAUnpub,Qbjp,Basalt of Johnson Prairie,MertSAUnpubQbjp,175,
5369,13879,MertSAUnpub,Tpbas,Basaltic andesite of Surveyor Mountain,MertSAUnpubTpbas,175,
5370,13880,MertSAUnpub,Tpbh,Basalt of County Line,MertSAUnpubTpbh,175,
5371,13881,MertSAUnpub,Tpbap,Basaltic andesite of Parker Mountain,MertSAUnpubTpbap,175,
5372,13882,MertSAUnpub,Tpbsc,Basalt of Sheepy Creek,MertSAUnpubTpbsc,175,
5373,13883,MertSAUnpub,Tpbag,Basaltic andesite of Grizzly Creek,MertSAUnpubTpbag,175,
5374,13884,MertSAUnpub,Tpbak,Basaltic andesite of Kent Peak,MertSAUnpubTpbak,175,
5375,13885,MertSAUnpub,Tpajc,Andesite of Johnson Creek,MertSAUnpubTpajc,175,
5376,13886,MertSAUnpub,Tpbaj,Basalt to andesite of Jenny Creek,MertSAUnpubTpbaj,175,
5377,13887,WileTJ1993bplate1,Qoa2,Older alluvium,WileTJ1993bplate1Qoa2,338,
5378,13888,MertSAUnpub,Tpbgb,Basaltic of Grouse Creek,MertSAUnpubTpbgb,175,
5379,13889,WileTJ1993bplate1,Qaf,"Alluvial fan deposits, undivided",WileTJ1993bplate1Qaf,338,
5380,13890,WileTJ1993bplate1,Qafg,Alluvial fan gravel,WileTJ1993bplate1Qafg,338,
5381,13891,WileTJ1993bplate1,Qafs,Alluvial fan sand,WileTJ1993bplate1Qafs,338,
5382,13892,WileTJ1993bplate1,Qoa3,Older alluvium,WileTJ1993bplate1Qoa3,338,
5383,13893,WileTJ1993bplate1,Ttr,Andesite of Table Rock,WileTJ1993bplate1Ttr,338,
5384,13894,WileTJ1993bplate1,Tou,"Volcanic and volcaniclastic rocks, undivided",WileTJ1993bplate1Tou,338,
5385,13895,WileTJ1993bplate1,Toa,Andesite,WileTJ1993bplate1Toa,338,
5386,13896,MertSAUnpub,Qls,Lacustrine deposits,MertSAUnpubQls,175,
5387,13897,MertSAUnpub,Qbrl,Basalt of Round Lake,MertSAUnpubQbrl,175,
5388,13898,MertSAUnpub,Qbar,Basaltic andesite of Roma,MertSAUnpubQbar,175,
5389,13899,WileTJ1993bplate1,Tot,Tuff and lapilli tuff,WileTJ1993bplate1Tot,338,
5390,13900,WileTJ1993bplate1,Tbc,Tuff of Bond Creek,WileTJ1993bplate1Tbc,338,
5391,13901,MertSAUnpub,Qbaa,Basaltic andesite of Aspen Butte,MertSAUnpubQbaa,175,
5392,13902,WileTJ1993bplate1,Toeu,Volcanic and volcaniclastic rocks undivided,WileTJ1993bplate1Toeu,338,
5393,13903,WileTJ1993bplate1,Toea,Andesite,WileTJ1993bplate1Toea,338,
5394,13904,MertSAUnpub,Qbac,Basaltic andesite of Clover Butte,MertSAUnpubQbac,175,
5395,13905,WileTJ1993bplate1,Tpcu,"Payne Cliffs Formation, upper part",WileTJ1993bplate1Tpcu,338,
5396,13906,MertSAUnpub,Qbbp,Basalt of Buck Peak,MertSAUnpubQbbp,175,
5397,13907,MertSAUnpub,Qbbl,Basalt of Buck Lake,MertSAUnpubQbbl,175,
5398,13908,MertSAUnpub,Qbsc,Basalt of Spencer Creek (4728T),MertSAUnpubQbsc,175,
5399,13909,MertSAUnpub,Tpbke,Basalt of Keno,MertSAUnpubTpbke,175,
5400,13910,MertSAUnpub,Tpbtc,Basalt of Tunnel Creek,MertSAUnpubTpbtc,175,
5401,13911,MertSAUnpub,Tpbacm,Basaltic andesite of Chase Mountain,MertSAUnpubTpbacm,175,
5402,13912,MertSAUnpub,Tpbps,Basalt of Penny Spring,MertSAUnpubTpbps,175,
5403,13913,MertSAUnpub,Tpbac,Basaltic andesite of Camp Creek,MertSAUnpubTpbac,175,
5404,13914,MertSAUnpub,Tpbpp,Basalt of the Power Plant,MertSAUnpubTpbpp,175,
5405,13915,MertSAUnpub,Tpah,Andesite of Hill 5721,MertSAUnpubTpah,175,
5406,13916,MertSAUnpub,Qbah,Basaltic andesite of High Knob,MertSAUnpubQbah,175,
5407,13917,MertSAUnpub,Qawp,Andesite of Whiteface Peak,MertSAUnpubQawp,175,
5408,13918,MertSAUnpub,Qbah5,Basaltic andesite of Hill 5415,MertSAUnpubQbah5,175,
5409,13919,MertSAUnpub,Tparc,Andesite of Rainbow Creek,MertSAUnpubTparc,175,
5410,13920,MertSAUnpub,Qbch,Basalt of Chicken Hills,MertSAUnpubQbch,175,
5411,13921,MertSAUnpub,Tpblp,Basalt of Long Prairie,MertSAUnpubTpblp,175,
5412,13922,MertSAUnpub,Tpbms,Basalt of Mud Spring Mountain,MertSAUnpubTpbms,175,
5413,13924,WileTJ1993bplate1,Tpcl,"Payne Cliffs Formation, lower part",WileTJ1993bplate1Tpcl,338,
5414,13928,MertSAUnpub,Tpbah,Basaltic andesite of Hayden Mountain,MertSAUnpubTpbah,175,
5415,13929,WileTJ1993bplate1,Khst,"Hornbrook Formation, siltstone",WileTJ1993bplate1Khst,338,
5416,13930,MertSAUnpub,Tmbam,Basaltic andesite of Mule Hill,MertSAUnpubTmbam,175,
5417,13931,WileTJ1993bplate1,Khsc,"Hornbrook Formation, sandstone and conglomerate",WileTJ1993bplate1Khsc,338,
5418,13932,MertSAUnpub,Tmbgm,Basalt of Grizzly Mountain,MertSAUnpubTmbgm,175,
5419,13933,MertSAUnpub,Tmbkr,Basalt of the Klamath Rim,MertSAUnpubTmbkr,175,
5420,13935,MertSAUnpub,Tmbhc,Basalt to andesite of Hayden Creek,MertSAUnpubTmbhc,175,
5421,13936,MertSAUnpub,Tpbp,Basalt of Pinehurst,MertSAUnpubTpbp,175,
5422,13937,WileTJ1993bplate1,JTRs,Sandstone and argillite,WileTJ1993bplate1JTRs,338,
5423,13938,WileTJ1993bplate1,sp,Metaserpentinite and talc,WileTJ1993bplate1sp,338,
5424,13939,WileTJ1993bplate1,Tii,Intermediate intrusive rocks,WileTJ1993bplate1Tii,338,
5425,13940,WileTJ1993bplate1,Tim,Mafic intrusive rocks,WileTJ1993bplate1Tim,338,
5426,13941,WileTJ1993bplate1,KJgh,Gold Hill pluton,WileTJ1993bplate1KJgh,338,
5427,13942,WileTJ1993bplate1,KJj,Jacksonville pluton,WileTJ1993bplate1KJj,338,
5428,13944,MertSAUnpub,Tmvhf,Heppsie Formation,MertSAUnpubTmvhf,175,
5429,13945,MertSAUnpub,Tpbahm,Basaltic andesite of Hamaker Mountain,MertSAUnpubTpbahm,175,
5430,13946,BrowME1982,Qal,Alluvium,BrowME1982Qal,57,
5431,13947,BrowME1982,Qs,Beach sand and active dune deposits,BrowME1982Qs,57,
5432,13948,BrowME1982,Qsd,Stable dune deposits,BrowME1982Qsd,57,
5433,13949,BrowME1982,Qft,Fluvial terrace deposits,BrowME1982Qft,57,
5434,13950,BrowME1982,Qmtl,Lower marine terrace deposits,BrowME1982Qmtl,57,
5435,13952,BrowME1982,Qmtm,Middle marine terrace deposits,BrowME1982Qmtm,57,
5436,13953,BrowME1982,Qmtu,Upper marine terrace deposits,BrowME1982Qmtu,57,
5437,13956,BrowME1982,Qmth,Higher marine terrace deposits,BrowME1982Qmth,57,
5438,13957,BrowME1982,Tf,Flournoy Formation,BrowME1982Tf,57,
5439,13959,BrowME1982,Tl,Lookingglass Formation,BrowME1982Tl,57,
5440,13962,BrowME1982,Tr,Roseburg Formation,BrowME1982Tr,57,
5441,13963,BrowME1982,Ku,Upper Cretaceous sedimentary rock,BrowME1982Ku,57,
5442,13964,BrowME1982,Kr,Rocky Point Formation,BrowME1982Kr,57,
5443,13966,BrowME1982,Kh,Humbug Mountain Conglomerate,BrowME1982Kh,57,
5444,13968,BrowME1982,Jo,Otter Point Formation,BrowME1982Jo,57,
5445,13969,BrowME1982,Jov,Otter Point Formation volcanic rocks,BrowME1982Jov,57,
5446,13970,BrowME1982,Joc,Otter Point Formation chert,BrowME1982Joc,57,
5447,13971,BrowME1982,Jsh,Glaucophane schist and related rocks,BrowME1982Jsh,57,
5448,13972,BrowME1982,Jc,Colebrooke Schist,BrowME1982Jc,57,
5449,13973,BrowME1982,Jcv,Colebrooke Schist volcanic rock,BrowME1982Jcv,57,
5450,13974,BrowME1982,Jur,Ultramafic rocks,BrowME1982Jur,57,
5451,13975,BrowME1982,Jg,Galice Formation,BrowME1982Jg,57,
5452,13989,WileTJ1991,Qya,Young alluvium,WileTJ1991Qya,336,
5453,13990,WileTJ1991,Qoa,Old alluvium,WileTJ1991Qoa,336,
5454,13991,WileTJ1991,Qaf,Alluvial fan,WileTJ1991Qaf,336,
5455,13992,WileTJ1991,Ql,Landslide deposits,WileTJ1991Ql,336,
5456,13993,WileTJ1991,Tbc,Tuff of Bond Creek,WileTJ1991Tbc,336,
5457,13994,WileTJ1991,Toeu,Volcanic and volcanogenic rocks undivided,WileTJ1991Toeu,336,
5458,13995,WileTJ1991,Toeb,Basalt,WileTJ1991Toeb,336,
5459,13996,WileTJ1991,Toet,Tuff breccia,WileTJ1991Toet,336,
5460,13997,WileTJ1991,Tpcu,"Payne Cliffs Formation, upper part",WileTJ1991Tpcu,336,
5461,14000,WileTJ1991,mc,May Creek Schist,WileTJ1991mc,336,
5462,14001,WileTJ1991,am,Amphibolite,WileTJ1991am,336,
5463,14002,WileTJ1991,sp,Serpentinite,WileTJ1991sp,336,
5464,14003,WileTJ1991,Ti,Dikes and small intrusive bodies,WileTJ1991Ti,336,
5465,14004,WileTJ1991,Kji,Intrusive rocks,WileTJ1991Kji,336,
5466,14005,HladFR1992,Qya,Younger alluvium,HladFR1992Qya,118,
5467,14006,HladFR1992,Qoa,Old alluvium,HladFR1992Qoa,118,
5468,14007,HladFR1992,Ql,Landslide deposits,HladFR1992Ql,118,
5469,14008,HladFR1992,Tr,Roxy Formation,HladFR1992Tr,118,
5470,14009,HladFR1992,Trt,"Roxy Formation, tuff",HladFR1992Trt,118,
5471,14010,HladFR1992,Trc,"Roxy Formation, conglomerate",HladFR1992Trc,118,
5472,14011,HladFR1992,Tom,Tuff of Mosser Mountain,HladFR1992Tom,118,
5473,14012,HladFR1992,Tbc,Tuff of Bond Creek,HladFR1992Tbc,118,
5474,14013,HladFR1993,Qya,Young alluvium,HladFR1993Qya,119,
5475,14014,HladFR1993,Qpm,Pumice and ash of Mount Mazama,HladFR1993Qpm,119,
5476,14015,HladFR1993,Qls,Landslide deposits,HladFR1993Qls,119,
5477,14016,HladFR1993,Qoa,Undifferentiated old alluvium,HladFR1993Qoa,119,
5478,14017,HladFR1993,Qb,Basalt,HladFR1993Qb,119,
5479,14018,HladFR1993,Qpa,Old alluvium,HladFR1993Qpa,119,
5480,14019,HladFR1993,QTtg,Terrace gravel,HladFR1993QTtg,119,
5481,14020,HladFR1993,Tom,Basalt of Olson Mountain,HladFR1993Tom,119,
5482,14021,HladFR1993,Ttr,Andesite of Table Rock,HladFR1993Ttr,119,
5483,14022,MurrRB2001,Qal,Alluvium,MurrRB2001Qal,184,
5484,14023,HladFR1993,Tkc,Andesite of Knighten Creek,HladFR1993Tkc,119,
5485,14024,HladFR1993,Tfr,Andesite of Flounce Rock,HladFR1993Tfr,119,
5486,14025,MurrRB2001,Qls,Landslide deposits,MurrRB2001Qls,184,
5487,14026,HladFR1993,Tyr,Tuff of Yellow Rock,HladFR1993Tyr,119,
5488,14027,MurrRB2001,Tov,Volcanic and volcanogenic rocks,MurrRB2001Tov,184,
5489,14028,HladFR1993,Totb,Dacitic tuff breccia,HladFR1993Totb,119,
5490,14029,MurrRB2001,Tob,Basalt and basaltic andesite flows,MurrRB2001Tob,184,
5491,14030,HladFR1993,Tm,Andesite,HladFR1993Tm,119,
5492,14031,MurrRB2001,Tmm,Tuff of Mosser Mountain,MurrRB2001Tmm,184,
5493,14032,MurrRB2001,Tbc,Tuff of Bond Creek,MurrRB2001Tbc,184,
5494,14033,HladFR1993,Tlc,Tuff of Lost Creek Dam,HladFR1993Tlc,119,
5495,14034,MurrRB2001,Toev,Volcanic and volcanogenic rocks,MurrRB2001Toev,184,
5496,14035,HladFR1993,Toad,Andesite and dacite,HladFR1993Toad,119,
5497,14036,HladFR1993,Tobr,Tuff breccia,HladFR1993Tobr,119,
5498,14037,MurrRB2001,Toeb,"Basalt, basaltic andesite, and andesite flows",MurrRB2001Toeb,184,
5499,14038,HladFR1993,Tot,Tuff,HladFR1993Tot,119,
5500,14039,HladFR1993,Toa,Andesite,HladFR1993Toa,119,
5501,14040,HladFR1993,Tii,Intermediate intrusive rocks,HladFR1993Tii,119,
5502,14041,MurrRB2001,am,amphibolite,MurrRB2001am,184,
5503,14042,HladFR1993,Tim,Mafic intrusive rocks,HladFR1993Tim,119,
5504,14043,MurrRB2001,msch,Quartz-mica phyllite and schist,MurrRB2001msch,184,
5505,14044,HladFR1993,Tid,Intrusive dacite,HladFR1993Tid,119,
5506,14045,MurrRB2001,msp,Metaserpentinite,MurrRB2001msp,184,
5507,14046,MurrRB2001,Ti,Dikes and small intrusive bodies,MurrRB2001Ti,184,
5508,14047,MurrRB2001,Ki,Silicic intrusive rocks,MurrRB2001Ki,184,
5509,14048,HladFR1996,Qal,Young alluvium,HladFR1996Qal,121,
5510,14049,HladFR1994,Qya,Young alluvium,HladFR1994Qya,120,
5511,14050,HladFR1994,Qc,Colluvium,HladFR1994Qc,120,
5512,14051,HladFR1994,Qls,Landslide deposits,HladFR1994Qls,120,
5513,14052,HladFR1994,Qoa,Old alluvium,HladFR1994Qoa,120,
5514,14053,HladFR1994,Qtg,Terrace gravel,HladFR1994Qtg,120,
5515,14054,HladFR1994,QTb,Olivine basalt and basaltic andesite,HladFR1994QTb,120,
5516,14055,HladFR1994,Tba,Olivine basaltic andesite,HladFR1994Tba,120,
5517,14056,HladFR1994,Th,Heppsie Formation,HladFR1994Th,120,
5518,14057,HladFR1994,Thu,"Heppsie Formation, upper part",HladFR1994Thu,120,
5519,14058,HladFR1994,Thl,"Heppsie Formation, lower part",HladFR1994Thl,120,
5520,14059,HladFR1994,Twlt,"Wasson Formation, lithic andesitic tuff",HladFR1994Twlt,120,
5521,14060,HladFR1994,Twag,"Wasson Formation, flow agglomerate",HladFR1994Twag,120,
5522,14061,HladFR1994,Twt2,"Wasson Formation, dacite tuff unit 2",HladFR1994Twt2,120,
5523,14062,HladFR1994,Twba,"Wasson Formation, basaltic andesite, undivided",HladFR1994Twba,120,
5524,14063,HladFR1994,Twba2,"Wasson Formation, basaltic andesite unit 2",HladFR1994Twba2,120,
5525,14064,HladFR1994,Twba1,"Wasson Formation, basaltic andesite unit 1",HladFR1994Twba1,120,
5526,14065,HladFR1996,Qaf,Alluvial fan deposits,HladFR1996Qaf,121,
5527,14066,HladFR1996,Qc,Colluvium,HladFR1996Qc,121,
5528,14067,HladFR1996,Qls,Landslide deposits,HladFR1996Qls,121,
